,T_a,RH,p_a,v_a,SnowHeight,SW_global,LW_in
2020-12-09 15:30:00,2.304836,52.22501,67.73662,1.561363,104.8,113.8383,284.6309
2020-12-09 16:00:00,2.24411,53.36673,67.72329,1.601733,104.7,84.13947,284.8178
2020-12-09 16:30:00,1.991078,52.62784,67.71597,1.706845,104.7,41.24665,284.5863
2020-12-09 17:00:00,1.783573,53.29107,67.70936,1.719187,104.7,14.4308,279.7072
2020-12-09 17:30:00,1.70831,52.27402,67.68604,0.9035336,104.6,-0.4346758,274.259
2020-12-09 18:00:00,1.665511,53.75006,67.67612,1.278363,104.6,-1.79139,280.2534
2020-12-09 18:30:00,1.649429,53.57924,67.6746,1.213296,104.6,-1.551074,285.8107
2020-12-09 19:00:00,1.600433,52.99793,67.65997,1.00235,104.6,-1.307604,290.8257
2020-12-09 19:30:00,1.438226,52.31392,67.64991,1.709646,104.6,-1.010339,296.2838
2020-12-09 20:00:00,0.8811997,57.64545,67.66308,1.89916,104.6,-1.349337,299.9228
2020-12-09 20:30:00,-0.009294892,66.11115,67.66653,1.336844,104.6,-1.500833,300.5798
2020-12-09 21:00:00,-0.7734194,74.63122,67.6657,0.760377,104.6,-1.715989,298.3787
2020-12-09 21:30:00,-0.9539648,76.72031,67.66103,0.8114286,104.6,-1.018779,296.1811
2020-12-09 22:00:00,-1.372022,83.31437,67.64314,1.27748,104.6,-1.104626,296.7476
2020-12-09 22:30:00,-1.698488,86.58294,67.63603,1.179358,104.7,-1.456532,300.8453
2020-12-09 23:00:00,-1.757031,87.4111,67.63985,2.497524,104.6,-1.211852,302.6836
2020-12-09 23:30:00,-1.949883,87.40192,67.65622,2.917547,104.9,-0.5835968,301.516
2020-12-10 00:00:00,-2.134159,87.79222,67.65211,2.377577,105,-0.5746455,293.5775
2020-12-10 00:30:00,-2.464679,86.87666,67.63799,1.311752,104.9,-3.733182,235.5469
2020-12-10 01:00:00,-2.834507,89.84253,67.65082,1.643566,104.9,-2.514753,238.3923
2020-12-10 01:30:00,-3.22355,89.97105,67.64737,0.6683552,105,-1.191904,263.456
2020-12-10 02:00:00,-2.93659,88.81014,67.6276,1.299879,104.8,-1.82271,239.134
2020-12-10 02:30:00,-2.521503,84.52644,67.63201,1.38231,104.9,-2.152364,243.5343
2020-12-10 03:00:00,-2.926845,86.2635,67.63078,0.7113836,104.9,-1.605392,260.3322
2020-12-10 03:30:00,-3.26623,87.98238,67.62569,0.8010673,105,-1.015628,264.0776
2020-12-10 04:00:00,-3.095602,87.30376,67.62817,1.665746,105.1,-1.485333,249.1977
2020-12-10 04:30:00,-2.631555,83.39446,67.64033,2.48759,104.9,-2.355211,232.2561
2020-12-10 05:00:00,-3.146854,82.65072,67.67052,1.213171,105,-3.199782,227.6162
2020-12-10 05:30:00,-3.135627,81.4521,67.70223,0.7794724,105.1,-2.452123,225.7815
2020-12-10 06:00:00,-3.348393,81.22768,67.73198,0.9384067,105.1,-1.47708,237.1077
2020-12-10 06:30:00,-3.416628,78.26751,67.762,1.09304,105,-1.72924,232.7913
2020-12-10 07:00:00,-3.871798,76.00028,67.79498,1.247375,105.1,-1.572156,238.9391
2020-12-10 07:30:00,-3.854224,77.22286,67.83173,1.651131,105.1,3.510283,247.0531
2020-12-10 08:00:00,-3.59654,78.25063,67.87061,0.5327736,105,34.68401,249.9978
2020-12-10 08:30:00,-3.072077,76.66302,67.9091,0.8159539,105,103.772,232.3264
2020-12-10 09:00:00,-1.818971,69.26962,67.94572,1.6275,105.1,248.1671,223.802
2020-12-10 09:30:00,-1.463919,69.21658,67.99059,1.553942,105,377.7024,229.8332
2020-12-10 10:00:00,-1.446303,69.52178,68.02685,2.200239,105,368.9568,241.2324
2020-12-10 10:30:00,-1.437713,67.75482,68.05381,1.780811,104.8,283.7459,241.6987
2020-12-10 11:00:00,-0.931593,68.20763,68.06144,0.8823923,104.7,272.2139,253.1341
2020-12-10 11:30:00,-0.4281254,66.05362,68.05209,0.8691304,104.5,270.5118,256.0627
2020-12-10 12:00:00,0.04794684,65.48779,68.02557,1.009161,104.5,415.9372,266.6563
2020-12-10 12:30:00,0.2205032,63.41329,67.99657,1.354337,104.8,323.6382,274.8237
2020-12-10 13:00:00,0.4441142,60.96331,67.96877,1.613665,104.5,342.3626,278.5788
2020-12-10 13:30:00,0.5750403,61.0051,67.94545,1.670973,104.7,275.7767,286.1726
2020-12-10 14:00:00,0.4691155,58.99964,67.91419,1.197531,104.6,193.0516,292.5038
2020-12-10 14:30:00,0.7599515,56.31633,67.89477,1.377586,104.6,220.9537,289.8094
2020-12-10 15:00:00,0.5219787,56.82019,67.88377,1.526002,104.6,162.7385,288.1035
2020-12-10 15:30:00,0.5880345,57.89024,67.87663,1.809096,104.6,159.1355,281.0444
2020-12-10 16:00:00,0.3380888,55.15511,67.86498,2.000231,104.6,99.89708,252.0791
2020-12-10 16:30:00,1.027894,49.40768,67.86079,1.507129,104.5,152.7315,242.0286
2020-12-10 17:00:00,0.6745759,49.74567,67.85389,0.9687853,104.5,32.77803,246.1217
2020-12-10 17:30:00,0.1231289,54.43993,67.85489,1.154999,104.6,0.7932202,238.2775
2020-12-10 18:00:00,-0.05764906,51.97659,67.85953,1.927547,104.7,-3.900217,224.3221
2020-12-10 18:30:00,-0.1929475,48.51587,67.87283,2.355839,104.5,-3.618125,225.8783
2020-12-10 19:00:00,-0.2974682,48.02654,67.88623,1.916507,104.5,-4.101534,216.537
2020-12-10 19:30:00,-0.7968243,51.49841,67.89351,0.8984075,104.6,-4.37707,215.2375
2020-12-10 20:00:00,-2.108322,57.92447,67.91309,0.6117417,104.5,-3.815229,212.8303
2020-12-10 20:30:00,-2.287832,54.72329,67.9286,0.8410089,104.7,-2.191032,211.6866
2020-12-10 21:00:00,-2.348418,54.70615,67.94053,0.8807166,104.6,-2.851359,211.0632
2020-12-10 21:30:00,-3.012804,57.0557,67.95356,0.7853037,104.6,-2.160223,209.1558
2020-12-10 22:00:00,-2.624787,55.16241,67.95393,0.7243568,104.5,-2.123666,209.5553
2020-12-10 22:30:00,-2.75837,56.70371,67.9613,0.896805,104.7,-2.014172,208.1235
2020-12-10 23:00:00,-3.172482,58.17913,67.95832,0.6281385,104.7,-2.371956,206.9722
2020-12-10 23:30:00,-3.977825,59.52601,67.94523,0.2278326,104.9,-2.103065,206.0776
2020-12-11 00:00:00,-4.175756,61.28377,67.92847,0.3185082,104.9,-0.8477792,204.5873
2020-12-11 00:30:00,-4.257742,61.80438,67.91927,0.3458256,104.7,-0.3257172,203.7773
2020-12-11 01:00:00,-4.687812,62.57146,67.91704,0.6980733,104.6,-1.728364,202.6172
2020-12-11 01:30:00,-5.107598,63.503,67.91317,1.175056,104.5,-1.847401,202.1627
2020-12-11 02:00:00,-5.156733,62.77803,67.91085,0.9145255,104.5,-2.630872,201.7317
2020-12-11 02:30:00,-5.844635,65.43244,67.91946,0.4637911,104.7,-2.396989,200.3889
2020-12-11 03:00:00,-6.450142,69.1674,67.91766,0.5053503,104.5,-1.939409,199.4791
2020-12-11 03:30:00,-6.846756,71.92207,67.91013,0.4684513,104.7,-1.503916,198.7355
2020-12-11 04:00:00,-7.161331,73.49493,67.89931,0.515693,104.6,-1.419837,197.7095
2020-12-11 04:30:00,-6.814457,72.83488,67.89257,0.5596423,104.7,-1.024202,197.8177
2020-12-11 05:00:00,-6.935436,73.39523,67.90308,0.3586726,104.8,-0.9995717,197.4133
2020-12-11 05:30:00,-7.048177,73.38776,67.91042,0.4615301,104.7,-0.9630424,196.619
2020-12-11 06:00:00,-7.453933,74.08599,67.93437,0.5563685,104.6,-1.200597,196.046
2020-12-11 06:30:00,-7.361127,74.7326,67.95479,0.5636336,104.8,-0.9324945,195.2985
2020-12-11 07:00:00,-7.115705,73.53826,67.96844,0.4455314,104.6,-1.149489,195.3142
2020-12-11 07:30:00,-7.617009,75.04147,68.00389,0.4413799,104.8,6.313575,194.5454
2020-12-11 08:00:00,,,,,,,
2020-12-11 08:30:00,-6.737747,71.7441,68.06313,0.4175527,104.4,123.6012,198.9322
2020-12-11 09:00:00,-5.424278,68.4538,68.06644,0.7000464,104.5,261.0479,202.8996
2020-12-11 09:30:00,-5.425002,71.20344,68.08003,0.9553739,104.7,403.6913,215.0897
2020-12-11 10:00:00,-4.968865,68.78625,68.08738,1.056184,104.9,452.4768,214.821
2020-12-11 10:30:00,-4.13488,63.29612,68.08862,0.9701871,104.6,412.7128,213.9485
2020-12-11 11:00:00,-2.766655,57.86575,68.07123,0.836738,104.7,519.4584,224.2439
2020-12-11 11:30:00,-2.041168,53.1516,68.03657,1.113605,104.5,576.9736,223.8737
2020-12-11 12:00:00,-1.031755,50.3895,67.98088,1.116333,105,632.1146,217.4189
2020-12-11 12:30:00,-0.2271364,47.33713,67.91785,1.330285,104.8,634.9478,219.0985
2020-12-11 13:00:00,0.7064613,42.81805,67.85394,1.319446,104.7,632.0698,222.6191
2020-12-11 13:30:00,1.593695,38.54681,67.78858,1.191224,104.7,606.0428,228.1061
2020-12-11 14:00:00,1.48625,35.90942,67.73095,1.301305,104.4,385.1428,244.0897
2020-12-11 14:30:00,1.645256,34.03393,67.70505,1.156595,104.5,285.4887,264.9189
2020-12-11 15:00:00,1.906053,32.40782,67.67532,0.9982802,104.6,258.6568,259.2345
2020-12-11 15:30:00,1.794243,31.84254,67.63506,0.9743738,104.7,171.091,246.6786
2020-12-11 16:00:00,1.621351,31.42667,67.60545,1.026761,104.7,99.55918,242.4096
2020-12-11 16:30:00,1.385994,31.7062,67.58664,0.6585113,104.7,57.08084,245.1131
2020-12-11 17:00:00,1.158376,32.01676,67.56684,0.5876236,104.8,13.71644,255.8183
2020-12-11 17:30:00,0.9978468,33.09954,67.55196,0.7323098,104.8,0.0299232,267.9346
2020-12-11 18:00:00,0.7177196,35.14047,67.55489,0.6469359,104.8,-2.372854,263.6047
2020-12-11 18:30:00,0.485225,34.42841,67.55404,0.9522442,104.6,-2.656698,249.6268
2020-12-11 19:00:00,0.1385707,35.49123,67.56049,0.6658365,104.7,-2.678253,240.6318
2020-12-11 19:30:00,-0.009501818,37.21688,67.56808,0.6304884,104.7,-1.1512,263.3593
2020-12-11 20:00:00,-0.5002969,40.78585,67.57542,0.891275,104.7,-1.667866,266.3409
2020-12-11 20:30:00,-0.4813286,40.87881,67.59145,1.08646,104.7,-1.201976,271.0285
2020-12-11 21:00:00,-0.9584557,43.41248,67.59524,0.840988,104.6,-2.532341,258.7836
2020-12-11 21:30:00,-1.744306,46.44477,67.58315,0.4590541,104.7,-3.772889,224.475
2020-12-11 22:00:00,-2.424709,49.28764,67.56912,0.6810041,104.5,-2.776315,219.9398
2020-12-11 22:30:00,-2.62689,49.6739,67.54813,0.5116885,104.5,-2.052626,219.7359
2020-12-11 23:00:00,-2.872684,50.66365,67.52812,0.8209102,104.5,-0.9240233,230.3479
2020-12-11 23:30:00,-2.624807,49.72408,67.51566,0.5735375,104.6,-0.955203,235.3831
2020-12-12 00:00:00,-2.493537,48.93226,67.50926,0.7098745,104.5,-1.336277,234.4255
2020-12-12 00:30:00,-3.214161,51.45126,67.47194,0.6891775,104.7,-1.726567,238.1034
2020-12-12 01:00:00,-3.872179,54.62759,67.41809,0.5575299,104.5,-1.85549,235.0937
2020-12-12 01:30:00,-3.47756,53.40623,67.38335,0.5710858,104.6,-0.2307236,240.1794
2020-12-12 02:00:00,-4.5842,58.58045,67.36456,0.4155923,104.6,-1.145103,252.8435
2020-12-12 02:30:00,-4.745037,60.03836,67.3425,0.5725518,104.7,-0.8368931,252.9933
2020-12-12 03:00:00,-4.657032,59.10455,67.28126,0.6948154,104.6,-0.4305333,258.8029
2020-12-12 03:30:00,-4.911688,60.12897,67.21731,0.5671601,104.7,-0.4182115,261.3223
2020-12-12 04:00:00,-4.385308,58.39706,67.15453,0.6698714,104.6,-0.2631328,264.9084
2020-12-12 04:30:00,-5.322848,62.64042,67.10214,0.7736204,104.6,-1.458529,265.017
2020-12-12 05:00:00,-5.221368,61.87542,67.05496,1.135285,104.7,-0.6406871,265.2048
2020-12-12 05:30:00,-4.828331,60.10556,67.03165,1.144381,104.7,-0.480109,267.7035
2020-12-12 06:00:00,-4.563247,58.35497,67.01689,0.7235448,104.8,-0.7433491,269.4552
2020-12-12 06:30:00,-5.099861,61.04213,66.99953,0.7351951,104.8,-0.8277877,268.7993
2020-12-12 07:00:00,-4.628894,59.41395,67.0041,0.7487107,104.7,-0.3226936,269.8232
2020-12-12 07:30:00,-3.815916,55.15804,67.03442,1.020843,104.8,1.651074,276.1455
2020-12-12 08:00:00,-3.790817,54.55457,67.03357,1.052722,104.7,8.709335,275.0833
2020-12-12 08:30:00,-2.334561,53.63859,67.10374,2.40772,104.7,17.24504,280.6175
2020-12-12 09:00:00,-3.030916,65.08773,67.21058,2.821936,104.8,31.91407,289.2491
2020-12-12 09:30:00,-3.118206,73.28823,67.25945,2.689746,104.8,102.0132,281.1167
2020-12-12 10:00:00,-2.589181,70.3487,67.30771,2.298952,104.9,151.1543,277.92
2020-12-12 10:30:00,-2.501962,73.04421,67.34077,3.0876,104.8,286.3593,267.9244
2020-12-12 11:00:00,-2.193352,69.44917,67.36318,4.175234,104.9,330.3198,255.7678
2020-12-12 11:30:00,-1.945436,65.97043,67.3689,3.625134,104.8,292.4283,245.5827
2020-12-12 12:00:00,-1.699552,61.41442,67.37163,3.848625,104.9,347.1319,232.8425
2020-12-12 12:30:00,-0.7877584,53.63938,67.3793,3.726158,104.8,497.8167,224.7886
2020-12-12 13:00:00,0.1686767,44.07222,67.38756,3.553038,105,532.3411,223.3667
2020-12-12 13:30:00,0.7379981,42.9279,67.38067,3.53058,104.6,633.479,221.2536
2020-12-12 14:00:00,1.10103,39.01026,67.36868,3.575187,104.6,562.6989,219.2354
2020-12-12 14:30:00,1.343522,34.11747,67.35748,3.08335,104.6,510.4639,216.6851
2020-12-12 15:00:00,1.299049,27.4714,67.3438,3.709648,104.5,384.4463,212.625
2020-12-12 15:30:00,1.179745,23.17929,67.34933,2.736543,104.5,212.3974,210.2243
2020-12-12 16:00:00,0.7645493,24.46852,67.36494,2.284609,104.6,102.9666,210.2253
2020-12-12 16:30:00,0.6694029,24.2624,67.37245,2.559632,104.5,136.2269,211.7498
2020-12-12 17:00:00,0.1213232,23.60194,67.38455,2.33513,104.5,25.93516,221.1168
2020-12-12 17:30:00,-0.1794089,23.65961,67.40936,2.227047,104.5,1.651467,215.0522
2020-12-12 18:00:00,-0.5204415,23.56825,67.43066,2.449277,104.4,-4.824716,209.0056
2020-12-12 18:30:00,-0.9524863,22.21877,67.45512,2.135555,104.5,-5.003598,203.4498
2020-12-12 19:00:00,-1.327814,20.37144,67.49256,1.366944,104.5,-4.443742,210.6127
2020-12-12 19:30:00,-1.72416,20.23262,67.52242,1.269668,104.4,-4.303406,207.7654
2020-12-12 20:00:00,-2.302763,22.17486,67.54362,0.7424179,104.4,-4.123706,195.946
2020-12-12 20:30:00,-3.901805,26.83142,67.57389,0.8468289,104.3,-4.195034,194.7036
2020-12-12 21:00:00,,,,,,,
2020-12-12 21:30:00,-4.086518,29.01623,67.59436,0.5201765,104.3,-2.8491,191.7879
2020-12-12 22:00:00,-4.277769,28.9902,67.60667,0.4431301,104.5,-1.782702,193.6818
2020-12-12 22:30:00,-3.679795,29.21474,67.62015,0.9952973,104.2,-1.490059,194.5527
2020-12-12 23:00:00,-4.328999,29.07547,67.63261,0.60818,104.3,-3.139751,193.2544
2020-12-12 23:30:00,-5.235091,30.65484,67.64033,0.5459657,104.3,-2.425155,190.3969
2020-12-13 00:00:00,-5.222211,30.76284,67.64351,1.466927,104.3,-2.177458,189.6889
2020-12-13 00:30:00,-6.144422,32.26046,67.63575,0.8999178,104.4,-3.560831,188.3479
2020-12-13 01:00:00,-6.079022,33.08617,67.63319,0.878435,104.4,-2.427079,187.9959
2020-12-13 01:30:00,-6.337912,33.12924,67.64722,0.6827178,104.2,-2.535603,187.2991
2020-12-13 02:00:00,-6.610351,33.39234,67.65265,0.6955854,104.4,-2.231829,186.313
2020-12-13 02:30:00,-7.742701,36.4837,67.6538,1.501863,104.2,-2.930821,184.7346
2020-12-13 03:00:00,-7.768143,37.24665,67.65746,0.807514,104.4,-2.496442,184.3674
2020-12-13 03:30:00,-7.740005,36.10616,67.66593,0.5161037,104.4,-2.565937,184.2589
2020-12-13 04:00:00,-8.71835,39.03857,67.67048,0.4757689,104.4,-1.723857,182.6578
2020-12-13 04:30:00,,,,,,,
2020-12-13 05:00:00,-8.582377,38.80416,67.65665,0.5631201,104.3,-2.099153,181.6788
2020-12-13 05:30:00,-8.980205,39.77696,67.65931,0.4476033,104.3,-1.294795,181.1807
2020-12-13 06:00:00,-9.464735,41.71797,67.66628,0.2620889,104.6,-1.006596,180.5167
2020-12-13 06:30:00,-9.828758,44.46058,67.67596,0.4499754,104.5,-0.8497225,179.441
2020-12-13 07:00:00,-9.884925,45.02114,67.69517,0.5258272,104.3,-1.036267,178.3804
2020-12-13 07:30:00,,,,,,,
2020-12-13 08:00:00,-9.302778,47.66621,67.72589,0.2916503,104.4,87.31224,178.4452
2020-12-13 08:30:00,-8.923547,46.95625,67.72949,0.546527,104.4,170.4412,180.641
2020-12-13 09:00:00,-7.568286,46.91027,67.74492,0.4570963,104.2,262.7044,183.3738
2020-12-13 09:30:00,-7.388013,47.50901,67.77048,0.6528474,104.4,359.3717,186.4323
2020-12-13 10:00:00,-6.094316,45.18429,67.7747,0.7019537,104.1,444.039,189.5819
2020-12-13 10:30:00,-5.040617,41.51352,67.77046,0.810103,104.1,513.7117,193.0632
2020-12-13 11:00:00,-4.980211,40.27612,67.75106,1.060787,104.4,420.7974,194.2597
2020-12-13 11:30:00,-4.217954,38.73484,67.71211,1.132677,104.5,542.1223,204.4413
2020-12-13 12:00:00,-3.977348,36.59787,67.66786,1.166562,104.6,458.5951,210.5418
2020-12-13 12:30:00,-3.026642,33.96765,67.60805,1.148573,,638.3401,219.3127
2020-12-13 13:00:00,-2.071663,30.796,67.55354,1.295745,104.5,627.4134,215.2155
2020-12-13 13:30:00,-1.33246,27.9285,67.50188,1.370043,104.5,626.7975,216.8357
2020-12-13 14:00:00,-0.4385931,26.01365,67.4501,1.218814,104.7,565.0221,211.6053
2020-12-13 14:30:00,0.01270294,23.92795,67.41612,1.476981,104.4,517.3324,208.2891
2020-12-13 15:00:00,-0.02464744,21.6647,67.39316,1.763482,104.5,375.9079,212.256
2020-12-13 15:30:00,0.14954,20.76903,67.37976,1.780875,104.6,284.1593,216.2902
2020-12-13 16:00:00,0.2990116,19.78308,67.36299,1.207907,111.6,211.3376,214.1726
2020-12-13 16:30:00,0.415635,18.98478,67.3403,1.03605,104.1,163.1244,205.9113
2020-12-13 17:00:00,-0.7252141,18.89179,67.3317,1.945851,104,9.926918,195.0332
2020-12-13 17:30:00,-1.297034,20.0023,67.33083,1.631502,103.9,-2.437269,190.6026
2020-12-13 18:00:00,-1.63424,21.51047,67.33768,1.136587,104,-5.475233,189.7492
2020-12-13 18:30:00,-3.039373,23.86672,67.35502,0.6713877,104,-5.186564,188.8687
2020-12-13 19:00:00,-2.959093,23.73758,67.3725,1.448319,104,-2.879335,188.5562
2020-12-13 19:30:00,-2.920887,22.27575,67.38857,1.3396,103.9,-4.350347,188.9256
2020-12-13 20:00:00,-3.677414,23.2598,67.41345,0.88261,104,-4.778959,188.2509
2020-12-13 20:30:00,-4.092469,23.2137,67.43136,0.7820367,104.2,-3.508524,186.8695
2020-12-13 21:00:00,-3.950339,22.63537,67.43462,1.840372,104,-2.579505,186.2578
2020-12-13 21:30:00,-4.477746,23.76588,67.44181,1.365785,104,-5.022362,186.7666
2020-12-13 22:00:00,-4.526608,24.26596,67.45592,1.020071,104,-3.433471,185.7958
2020-12-13 22:30:00,-5.674164,25.95388,67.46235,0.5564229,104.1,-3.207734,184.4666
2020-12-13 23:00:00,-5.646196,25.59414,67.45804,0.6959882,104,-2.028116,183.7174
2020-12-13 23:30:00,-5.834564,25.72941,67.45512,0.4611661,104.2,-1.900804,182.6291
2020-12-14 00:00:00,-6.683675,27.33713,67.45888,0.4374059,104.1,-2.182902,181.1897
2020-12-14 00:30:00,-7.353326,29.40193,67.4508,0.8393875,104.1,-2.232298,179.1592
2020-12-14 01:00:00,-7.20449,30.58433,67.43729,0.616569,104.1,-1.774405,178.1931
2020-12-14 01:30:00,-7.326205,31.46698,67.42818,0.6439701,103.9,-2.150377,177.7231
2020-12-14 02:00:00,-7.793987,32.2308,67.43183,0.8274922,103.9,-2.337182,176.9389
2020-12-14 02:30:00,-7.988157,33.36873,67.44074,0.9227318,104,-2.246872,176.2626
2020-12-14 03:00:00,-8.714908,35.10939,67.44964,0.6714089,103.8,-2.691296,175.2827
2020-12-14 03:30:00,-8.746419,35.2284,67.44715,0.8461192,104,-2.658131,174.6835
2020-12-14 04:00:00,-9.290806,36.56612,67.43941,0.516272,104.1,-2.258671,173.9156
2020-12-14 04:30:00,-9.691078,37.91021,67.42418,0.6705471,104.2,-2.056196,172.7694
2020-12-14 05:00:00,-9.646371,38.11668,67.42406,0.8757946,104.1,-1.672577,171.9541
2020-12-14 05:30:00,-10.4185,39.67135,67.43324,1.090255,104,-3.278834,171.2993
2020-12-14 06:00:00,-10.78829,41.32272,67.45763,0.6578728,104.1,-2.705993,170.2837
2020-12-14 06:30:00,,,,,,,
2020-12-14 07:00:00,-11.28533,43.13411,67.50092,0.6115928,104.1,-1.942586,168.7307
2020-12-14 07:30:00,-11.23592,43.33786,67.52143,0.8198554,104.1,8.214828,168.3042
2020-12-14 08:00:00,-11.01325,43.2865,67.54195,0.5925118,103.9,87.67597,169.0088
2020-12-14 08:30:00,-9.423469,41.62383,67.56141,0.5625946,103.7,172.112,171.429
2020-12-14 09:00:00,-9.306476,40.09873,67.58677,0.6069016,103.8,269.1822,173.8442
2020-12-14 09:30:00,-8.484816,38.19071,67.61115,0.7100188,104.1,365.7474,176.7293
2020-12-14 10:00:00,-7.074476,36.47675,67.62708,0.7194699,104.1,451.7908,180.2519
2020-12-14 10:30:00,-6.334949,34.16806,67.61898,0.8536103,104.5,524.5007,183.6041
2020-12-14 11:00:00,-5.23995,31.98262,67.60223,1.028866,104.4,504.2511,184.8798
2020-12-14 11:30:00,-4.0643,29.42502,67.56933,0.9510953,104.6,548.9326,198.4064
2020-12-14 12:00:00,-3.262921,26.64141,67.53272,1.014122,104.4,570.3887,200.7952
2020-12-14 12:30:00,-2.045275,23.57611,67.49674,1.098233,104.7,677.1115,203.2279
2020-12-14 13:00:00,-0.6745798,20.33345,67.45937,1.40193,104.8,718.6873,209.7407
2020-12-14 13:30:00,0.09276631,17.0118,67.42302,1.59644,104.6,610.1656,206.7924
2020-12-14 14:00:00,0.8895649,14.81031,67.38586,1.529469,104.8,552.327,205.8291
2020-12-14 14:30:00,0.8415951,13.5921,67.36942,1.444461,104.6,446.0807,209.076
2020-12-14 15:00:00,1.037449,12.6925,67.36138,1.541659,104.2,358.7033,211.553
2020-12-14 15:30:00,0.9910178,12.04382,67.35462,1.425354,104.5,252.5133,207.8224
2020-12-14 16:00:00,1.259311,11.55837,67.35262,1.252314,104.2,220.8247,201.8895
2020-12-14 16:30:00,1.004862,11.08016,67.34999,1.979199,104.1,129.8582,199.815
2020-12-14 17:00:00,-0.3162729,12.25372,67.34908,1.750523,104,19.54152,193.7184
2020-12-14 17:30:00,-1.351361,13.86924,67.34865,0.6784279,104,-2.670361,188.7268
2020-12-14 18:00:00,-1.679804,14.2046,67.35114,0.732529,104.1,-3.841434,187.7194
2020-12-14 18:30:00,,,,,,,
2020-12-14 19:00:00,-2.567286,15.4739,67.38207,0.6074548,104.1,-2.376217,199.2238
2020-12-14 19:30:00,-3.201694,16.77769,67.40092,0.590125,104,-2.611795,206.6625
2020-12-14 20:00:00,-3.426918,18.19201,67.41363,1.023612,104.1,-2.077387,199.2594
2020-12-14 20:30:00,-3.398522,18.35194,67.42327,1.180196,104.1,-3.068185,198.6409
2020-12-14 21:00:00,-4.170303,19.82881,67.42453,0.9866127,104,-3.697521,200.5556
2020-12-14 21:30:00,-4.589087,21.23876,67.42645,0.8830087,104.1,-1.718769,209.0982
2020-12-14 22:00:00,-4.688772,22.02763,67.43574,0.9988449,104,-1.424875,219.3759
2020-12-14 22:30:00,-4.623911,22.32742,67.44382,1.018051,104.1,-1.171383,230.6954
2020-12-14 23:00:00,-5.395786,25.62301,67.45297,0.8771977,104.1,-2.689628,221.8116
2020-12-14 23:30:00,-5.417337,26.82789,67.45056,1.032273,104,-2.072651,217.5587
2020-12-15 00:00:00,-5.918426,27.80487,67.44064,0.5736827,104,-1.786401,226.8408
2020-12-15 00:30:00,-5.740789,27.62507,67.43203,1.000543,104,-0.8374103,235.5751
2020-12-15 01:00:00,-6.138893,28.98498,67.43181,1.015125,104.1,-0.959832,243.6425
2020-12-15 01:30:00,-6.140235,30.76943,67.42622,0.9655082,104,-1.134513,245.9362
2020-12-15 02:00:00,-6.192944,31.60482,67.41772,0.8503218,104.2,-1.224319,245.251
2020-12-15 02:30:00,-6.139493,31.13755,67.41385,0.9553998,104.1,-1.133966,244.8809
2020-12-15 03:00:00,-6.348108,31.47845,67.40885,1.132499,104,-1.481333,236.461
2020-12-15 03:30:00,-6.650368,32.2721,67.40102,0.6681032,104,-1.854552,231.6459
2020-12-15 04:00:00,-6.702339,32.55794,67.40296,0.6558664,104,-1.098156,232.6876
2020-12-15 04:30:00,-6.661641,32.71721,67.40256,0.878024,104,-1.365983,225.7625
2020-12-15 05:00:00,-6.194943,30.98662,67.39931,1.051741,104.1,-1.231877,219.0534
2020-12-15 05:30:00,-6.606769,32.53111,67.40012,0.7653189,104,-2.075729,215.3053
2020-12-15 06:00:00,-6.2883,31.1638,67.40919,0.7481094,104.1,-1.290902,212.1348
2020-12-15 06:30:00,-6.674398,31.89907,67.41513,0.9013327,104,-1.793214,211.9208
2020-12-15 07:00:00,-6.120461,29.44452,67.42134,1.006573,104.2,-1.382203,209.1662
2020-12-15 07:30:00,-6.577384,30.15343,67.44074,1.151252,103.9,1.383353,203.2286
2020-12-15 08:00:00,-5.990181,28.95298,67.45002,1.159428,103.9,41.19094,199.6385
2020-12-15 08:30:00,-4.829213,26.12923,67.46141,0.8198936,104,128.9695,216.6606
2020-12-15 09:00:00,-4.43823,26.37253,67.48205,0.8608684,103.9,165.3746,218.1542
2020-12-15 09:30:00,-4.158152,25.44863,67.50572,0.7007309,104,163.5484,224.4621
